,user_friends_count,user_followers_count,user_created_at,favorite_count
0,13723,120597,1247653266000000000,0
1,13723,120597,1247653266000000000,0
2,13723,120597,1247653266000000000,0
3,13723,120597,1247653266000000000,0
4,13723,120597,1247653266000000000,0
5,13723,120597,1247653266000000000,4
6,13723,120597,1247653266000000000,0
7,13723,120597,1247653266000000000,0
8,13723,120597,1247653266000000000,0
9,13723,120597,1247653266000000000,0
10,13723,120597,1247653266000000000,1
11,13723,120597,1247653266000000000,0
12,13723,120597,1247653266000000000,0
13,13723,120597,1247653266000000000,0
14,13723,120597,1247653266000000000,0
15,13723,120597,1247653266000000000,0
16,13723,120597,1247653266000000000,0
17,13723,120597,1247653266000000000,0
18,13723,120597,1247653266000000000,0
19,13723,120597,1247653266000000000,0
20,13723,120597,1247653266000000000,0
21,13723,120597,1247653266000000000,0
22,13723,120597,1247653266000000000,0
23,13723,120597,1247653266000000000,0
24,13723,120597,1247653266000000000,0
25,13723,120597,1247653266000000000,1
26,13723,120597,1247653266000000000,0
27,13723,120597,1247653266000000000,0
28,13723,120597,1247653266000000000,0
29,13723,120597,1247653266000000000,0
30,13723,120597,1247653266000000000,0
31,13723,120597,1247653266000000000,0
32,13723,120597,1247653266000000000,0
33,13723,120597,1247653266000000000,0
34,13723,120597,1247653266000000000,0
35,13723,120597,1247653266000000000,0
36,13723,120597,1247653266000000000,0
37,13723,120597,1247653266000000000,0
38,13723,120597,1247653266000000000,0
39,13723,120597,1247653266000000000,22
40,13723,120597,1247653266000000000,0
41,13723,120597,1247653266000000000,0
42,13723,120597,1247653266000000000,0
43,13723,120597,1247653266000000000,0
44,13723,120597,1247653266000000000,1
45,13723,120597,1247653266000000000,0
46,13723,120597,1247653266000000000,0
47,13723,120597,1247653266000000000,0
48,13723,120597,1247653266000000000,2
49,13723,120597,1247653266000000000,0
50,13723,120597,1247653266000000000,0
51,13723,120597,1247653266000000000,25
52,13723,120597,1247653266000000000,0
53,13723,120597,1247653266000000000,0
54,13723,120597,1247653266000000000,1
55,13723,120597,1247653266000000000,0
56,13723,120597,1247653266000000000,0
57,13723,120597,1247653266000000000,1
58,13723,120597,1247653266000000000,0
59,13723,120597,1247653266000000000,0
60,13723,120597,1247653266000000000,0
61,13723,120597,1247653266000000000,0
62,13723,120597,1247653266000000000,0
63,13723,120597,1247653266000000000,0
64,13723,120597,1247653266000000000,0
65,13723,120597,1247653266000000000,0
66,13723,120597,1247653266000000000,0
67,13723,120597,1247653266000000000,0
68,13723,120597,1247653266000000000,0
69,13723,120597,1247653266000000000,1
70,13723,120597,1247653266000000000,0
71,13723,120597,1247653266000000000,0
72,13723,120597,1247653266000000000,0
73,13723,120597,1247653266000000000,0
74,13723,120597,1247653266000000000,0
75,13723,120597,1247653266000000000,0
76,13723,120597,1247653266000000000,0
77,13723,120597,1247653266000000000,0
78,13723,120597,1247653266000000000,0
79,13723,120597,1247653266000000000,0
80,13723,120597,1247653266000000000,0
81,13723,120597,1247653266000000000,0
82,13723,120597,1247653266000000000,0
83,13723,120597,1247653266000000000,13
84,13723,120597,1247653266000000000,0
85,13723,120597,1247653266000000000,1
86,13723,120597,1247653266000000000,0
87,13723,120597,1247653266000000000,0
88,13723,120597,1247653266000000000,0
89,13723,120597,1247653266000000000,0
90,13723,120597,1247653266000000000,0
91,13723,120597,1247653266000000000,0
92,13723,120597,1247653266000000000,0
93,13723,120597,1247653266000000000,0
94,13723,120597,1247653266000000000,0
95,13723,120597,1247653266000000000,11
96,13723,120597,1247653266000000000,0
97,13723,120597,1247653266000000000,0
98,13723,120597,1247653266000000000,0
99,13723,120597,1247653266000000000,0
100,13723,120597,1247653266000000000,0
101,13723,120597,1247653266000000000,0
102,13723,120597,1247653266000000000,0
103,13723,120597,1247653266000000000,0
104,13723,120597,1247653266000000000,0
105,13723,120597,1247653266000000000,0
106,13723,120597,1247653266000000000,0
107,13723,120597,1247653266000000000,0
108,13723,120597,1247653266000000000,0
109,13723,120597,1247653266000000000,9
110,13723,120597,1247653266000000000,9
111,13723,120597,1247653266000000000,0
112,13723,120597,1247653266000000000,0
113,13723,120597,1247653266000000000,0
114,13723,120597,1247653266000000000,0
115,13723,120597,1247653266000000000,0
116,13723,120597,1247653266000000000,0
117,13723,120597,1247653266000000000,0
118,13723,120597,1247653266000000000,0
119,13723,120597,1247653266000000000,0
120,13723,120597,1247653266000000000,0
121,13723,120597,1247653266000000000,0
122,13723,120597,1247653266000000000,0
123,13723,120597,1247653266000000000,0
124,13723,120597,1247653266000000000,0
125,13723,120597,1247653266000000000,0
126,13723,120597,1247653266000000000,0
127,13723,120597,1247653266000000000,0
128,13723,120597,1247653266000000000,0
129,13723,120597,1247653266000000000,30
130,13723,120597,1247653266000000000,0
131,13723,120597,1247653266000000000,0
132,13723,120597,1247653266000000000,0
133,13723,120597,1247653266000000000,0
134,13723,120597,1247653266000000000,1
135,13723,120597,1247653266000000000,0
136,13723,120597,1247653266000000000,0
137,13723,120597,1247653266000000000,0
138,13723,120597,1247653266000000000,0
139,13723,120597,1247653266000000000,0
140,13723,120597,1247653266000000000,10
141,13723,120597,1247653266000000000,0
142,13723,120597,1247653266000000000,0
143,13723,120597,1247653266000000000,26
144,13723,120597,1247653266000000000,1
145,13723,120597,1247653266000000000,0
146,13723,120597,1247653266000000000,0
147,13723,120597,1247653266000000000,1
148,13723,120597,1247653266000000000,0
149,13723,120597,1247653266000000000,0
150,13723,120597,1247653266000000000,0
151,13723,120597,1247653266000000000,0
152,13723,120597,1247653266000000000,0
153,13723,120597,1247653266000000000,1
154,13723,120597,1247653266000000000,0
155,13723,120597,1247653266000000000,0
156,13723,120597,1247653266000000000,0
157,13723,120597,1247653266000000000,0
158,13723,120597,1247653266000000000,0
159,13723,120597,1247653266000000000,0
160,13723,120597,1247653266000000000,0
161,13723,120597,1247653266000000000,1
162,13723,120597,1247653266000000000,4
163,13723,120597,1247653266000000000,0
164,13723,120597,1247653266000000000,3
165,13723,120597,1247653266000000000,9
166,13723,120597,1247653266000000000,0
167,13723,120597,1247653266000000000,16
168,13723,120597,1247653266000000000,10
169,13723,120597,1247653266000000000,1
170,13723,120597,1247653266000000000,0
171,13723,120597,1247653266000000000,0
172,13723,120597,1247653266000000000,0
